"V2","val"
"4065702",2
"2016000",2
"4061601",2
"4043701",2
"4118100",2
"4040200",2
"3039600",2
"4124700",2
"4111300",2
"5013201",2
"4090700",2
"3019800",2
"3099200",2
"4065501",2
"4066501",2
"4114100",2
"4063301",2
"4148300",2
"5003900",2
"4019200",2
"4004500",2
"4043200",2
"4051800",2
"3046000",2
"4030904",2
"2031600",2
"4045000",2
"5018902",2
"3064600",2
"3065400",2
"4143500",2
"3118600",2
"4122300",2
"3083400",2
"3021600",2
"1010300",2
"5027704",2
"5012805",2
"3075600",2
"3040400",2
"4014800",2
"3076000",2
"3066200",2
"4067700",2
"4013500",2
"3061600",2
"2024800",2
"4067100",2
"4016100",2
"5020804",2
"4084601",2
"3020400",2
"4045700",2
"5012500",2
"2008400",2
"3033600",2
"4121100",2
"3070600",2
"3027400",2
"4023200",2
"4156700",2
"2028600",2
"3059100",2
"3018400",2
"3072800",2
"5015603",2
"4020200",2
"4073100",2
"3096000",2
"3040700",2
"3003000",2
"3040800",2
"1010601",2
"4157102",2
"3053700",2
"3014000",2
"4003700",2
"3058800",2
"4161700",2
"4063302",2
"4012601",2
"4006201",2
"1030700",2
"3074400",2
"4056400",2
"3064000",2
"3041000",2
"3040600",2
"4060701",2
"3005601",2
"2031200",2
"3063600",2
"3064400",2
"2030100",2
"2029301",2
"3038800",2
"4065900",2
"4060100",2
"4157902",2
"2043000",2
"3024600",2
"4057900",2
"2027402",2
"3018600",2
"3017100",2
"3004700",2
"3020600",2
"3012801",2
"4049700",2
"4033100",2
"4056200",2
"3027000",2
"3016800",2
"4066900",2
"4051100",2
"3065600",2
"2004001",2
"4049301",2
"3069000",2
"4029900",2
"4062400",2
"1020300",2
"2029302",2
"3046201",2
"3005202",2
"2021002",3
"2024700",2
"2024600",2
"2005300",1
"3050000",2
"1031704",2
"1023802",2
"3035601",2
"2024900",2
"4066100",2
"1006000",2
"2013000",2
"4050700",2
"4059900",2
"2050400",2
"3003800",2
"3017000",2
"4071600",2
